Date,Open,High,Low,Close,Adj Close,Volume
2015-06-01,211.940002,213.339996,205.279999,205.850006,186.277267,2535242600
2015-07-01,207.729996,213.179993,204.110001,210.500000,191.411682,2452758000
2015-08-01,210.460007,211.309998,182.399994,199.160004,181.100021,4340428600
2015-09-01,193.119995,202.889999,186.929993,191.630005,174.252869,3279512900
2015-10-01,192.080002,209.440002,189.119995,208.889999,190.935181,3220136500
2015-11-01,208.320007,211.660004,202.179993,208.690002,190.752350,1924512800
2015-12-01,209.440002,211.000000,199.830002,203.869995,186.346680,2924882300
2016-01-01,200.490005,201.899994,181.020004,193.720001,178.122925,3712950900
2016-02-01,192.529999,196.679993,181.089996,193.559998,177.975800,2920730800
2016-03-01,195.009995,206.869995,194.449997,205.520004,188.972870,2323306500
2016-04-01,204.350006,210.919998,203.089996,206.330002,190.696152,1910635600
2016-05-01,206.919998,210.690002,202.779999,209.839996,193.940231,1828530900
2016-06-01,209.119995,212.520004,198.649994,209.479996,193.607468,2612406900
2016-07-01,209.479996,217.539993,207.059998,217.119995,201.712112,1648453700
2016-08-01,217.190002,219.600006,214.250000,217.380005,201.953690,1519703200
2016-09-01,217.369995,219.220001,212.309998,216.300003,200.950333,2292393000
2016-10-01,215.820007,216.699997,211.210007,212.550003,198.463913,1725687400
2016-11-01,212.929993,221.820007,208.380005,220.380005,205.775024,2073824400
2016-12-01,220.729996,228.339996,219.149994,223.529999,208.716263,1821910200
2017-01-01,225.039993,229.710007,223.880005,227.529999,213.703400,1482408500
2017-02-01,227.529999,237.309998,226.820007,236.470001,222.100098,1365136600
2017-03-01,238.389999,240.320007,231.610001,235.740005,221.414474,1921474100
2017-04-01,235.800003,239.529999,232.509995,238.080002,224.585098,1549613700
2017-05-01,238.679993,242.080002,235.429993,241.440002,227.754623,1492547000
2017-06-01,241.970001,245.009995,239.960007,241.800003,228.094208,1572753000
2017-07-01,242.880005,248.000000,240.339996,246.770004,233.917709,1055908800
2017-08-01,247.460007,248.910004,241.830002,247.490005,234.600220,1557031500
2017-09-01,247.919998,251.320007,244.949997,251.229996,238.145416,1286405100
2017-10-01,251.490005,257.890015,251.289993,257.149994,244.966751,1320624600
2017-11-01,258.040009,266.049988,255.630005,265.010010,252.454422,1365620900
2017-12-01,264.760010,268.600006,260.760010,266.859985,254.216766,1715222900
2018-01-01,267.839996,286.630005,267.399994,281.899994,269.916779,1985506700
2018-02-01,281.070007,283.059998,252.919998,271.649994,260.102539,2923722000
2018-03-01,271.410004,280.410004,257.829987,263.149994,251.963898,2323561800
2018-04-01,262.549988,271.299988,254.669998,264.510010,254.280426,1998466500
2018-05-01,263.869995,274.250000,259.049988,270.940002,260.461731,1606397200
2018-06-01,272.410004,279.480011,268.489990,271.279999,260.788605,1599001000
2018-07-01,269.510010,284.369995,269.239990,281.329987,271.664337,1266892500
2018-08-01,281.559998,291.739990,279.160004,290.309998,280.335785,1308443700
2018-09-01,289.839996,293.940002,286.709991,290.720001,280.731750,1228103300
2018-10-01,292.109985,293.209991,259.850006,270.630005,262.514984,3024345800
2018-11-01,271.600006,281.220001,263.070007,275.649994,267.384430,2021061200
2018-12-01,280.279999,280.399994,233.759995,249.919998,242.425949,3102780500
2019-01-01,245.979996,270.470001,243.669998,269.929993,263.364990,2048691700
2019-02-01,270.149994,281.309998,267.829987,278.679993,271.902130,1371716300
2019-03-01,280.440002,285.179993,272.420013,282.480011,275.609772,1678081300
2019-04-01,284.700012,294.450012,284.399994,294.019989,288.132660,1209204700
2019-05-01,294.720001,294.950012,275.239990,275.269989,269.758087,1845593200
2019-06-01,275.309998,296.309998,273.089996,293.000000,287.133087,1340324000
2019-07-01,296.679993,302.230011,294.329987,297.429993,292.892029,1110504200
2019-08-01,297.600006,300.869995,281.720001,292.450012,287.988037,2031106700
2019-09-01,290.570007,302.630005,289.269989,296.769989,292.242065,1303830000
2019-10-01,297.739990,304.549988,284.820007,303.329987,300.081421,1386748300
2019-11-01,304.920013,315.480011,304.739990,314.309998,310.943817,1037123500
2019-12-01,314.589996,323.799988,307.130005,321.859985,318.412933,1285175800
2020-01-01,323.540009,332.950012,320.359985,321.730011,319.849213,1392003800
2020-02-01,323.350006,339.079987,285.540009,296.260010,294.528107,2109553700
2020-03-01,298.209991,313.839996,218.259995,257.750000,256.243225,5926017600
2020-04-01,247.979996,294.880005,243.899994,290.480011,290.480011,2819211100
2020-05-01,285.309998,306.839996,272.989990,302.970001,302.970001,1791671800
2020-05-28,304.649994,306.839996,302.239990,303.070007,303.070007,90767807
